ID	age	gender	party	eidretain	eidideology	treatment	respideol	distideol	educ
R_3szUM2KmAbIctRL	25-34	Male	Independent/Other	3	4	0	4	0	HS diploma or the equivalent
R_1eqjZ2wCmxwuLdL	45-54	Male	Strong Republican	2	6	1	6	0	Some college
R_2QRmI26iWQbHOmC	25-34	Female	Not so strong Republican	2	4	0	5	1	Bachelor's degree
R_1rJ5ssbjb7dVKNM	35-44	Male	Independent/Other	2	4	0	1	3	Professional or doctorate degree
R_1CxbpNiYN6Aa2qo	25-34	Female	Republican Leaner	2	4	1	4	0	Master's degree
R_sFPTQkKVnUCJRu1	18-24	Male	Independent/Other	1	4	0	4	0	HS diploma or the equivalent
R_RavmA3yOf79gicN	25-34	Male	Strong Democrat	3	4	0	1	3	Master's degree
R_Ad4SzHhYJ04FxU5	18-24	Male	Strong Democrat	3	6	1	2	4	Associate degree
R_3njUsn0tkGBb6OB	25-34	Male	Not so strong Republican	3	5	1	5	0	Some college
R_2TLz2UgX122ZD0B	18-24	Female	Republican Leaner	3	5	0	4	1	Some college
R_3FPO3GocYD8t5Gl	25-34	Male	Democrat Leaner	3	6	1	1	5	Bachelor's degree
R_32YgyPgYCvY3RtS	25-34	Male	Democrat Leaner	2	3	0	2	1	Some college
R_W0bPYipHMcSpcv7	25-34	Male	Strong Democrat	2	4	0	1	3	Associate degree
R_6EglproKyLIvizD	25-34	Female	Strong Democrat	2	4	0	2	2	Some college
R_cHBPuCCOQUHbwyZ	25-34	Male	Independent/Other	2	4	0	4	0	Bachelor's degree
R_2rpgKvKw27xereu	25-34	Male	Not so strong Democrat	1	7	1	3	4	Bachelor's degree
R_20MZTH3mHJf8YaY	18-24	Male	Strong Democrat	2	6	1	1	5	Bachelor's degree
R_2CUINOk8ElphshU	25-34	Male	Not so strong Democrat	2	4	0	2	2	Associate degree
R_RUe5dBLWHeow6Mp	25-34	Female	Democrat Leaner	2	5	1	4	1	Some college
R_Z1rYVzh8cBAICXL	18-24	Female	Strong Democrat	2	4	0	2	2	Some college
R_ueNuAb0TE9RCmD7	25-34	Male	Independent/Other	1	4	0	4	0	Some college
R_2DNv0oOvzWaFac0	25-34	Female	Not so strong Democrat	1	6	1	3	3	Bachelor's degree
R_2wMptHqg1HCtwJ5	25-34	Female	Not so strong Republican	3	5	1	4	1	Associate degree
R_3MxuFqAHfhiv5fM	35-44	Male	Strong Democrat	3	3	0	1	2	Bachelor's degree
R_30eO25R1n0PYxLY	35-44	Female	Strong Democrat	2	6	1	2	4	Master's degree
R_2DLyHPxJks6Lodb	45-54	Male	Republican Leaner	3	4	1	7	3	Master's degree
R_24BL2roPg1mg6S4	35-44	Male	Strong Republican	2	6	0	6	0	Some college
R_1KpSnlPq1P9KBZv	18-24	Male	Republican Leaner	3	6	1	4	2	Some college
R_31QLBneMEVBrdzM	18-24	Male	Not so strong Republican	2	4	1	5	1	HS diploma or the equivalent
R_1I6tQGg9TwiBYT7	25-34	Male	Not so strong Democrat	2	3	0	2	1	Bachelor's degree
R_AjGpFzPTB9oVZct	25-34	Male	Not so strong Democrat	1	6	1	1	5	Bachelor's degree
R_3EyEUvI3gAHqgYr	25-34	Female	Not so strong Democrat	3	3	1	2	1	Master's degree
R_3fZXNvAx25ysEVE	35-44	Male	Independent/Other	2	3	0	5	2	Master's degree
R_3I5YV3SSp3pA2za	25-34	Male	Democrat Leaner	3	4	1	4	0	HS diploma or the equivalent
R_1pR1HU05c0qwrpo	25-34	Female	Independent/Other	2	5	1	1	4	Bachelor's degree
R_1dHvgyCSgqr5vIB	35-44	Female	Not so strong Republican	2	4	1	6	2	Some college
R_3lySNWBicytVol9	18-24	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_1MN9ilnxoVA37ut	25-34	Male	Not so strong Republican	3	4	1	5	1	Bachelor's degree
R_3CNtVyNizDOBDCz	45-54	Female	Not so strong Democrat	2	4	0	3	1	Some college
R_tXMBQOAonPU9udr	25-34	Male	NA	2	5	1	3	2	Bachelor's degree
R_2YL15Ni03Od0FFi	55-64	Male	Independent/Other	3	6	1	4	2	Some college
R_1nZ7LpMSKsy7jhm	45-54	Male	Republican Leaner	1	3	0	4	1	Bachelor's degree
R_3g01TskwBuhM4Y2	25-34	Male	Independent/Other	3	4	0	4	0	Bachelor's degree
R_3nH3Zszga0SyYer	35-44	Female	Strong Democrat	1	6	1	1	5	Bachelor's degree
R_232FuIocXFwHI4S	25-34	Male	Strong Democrat	1	5	1	1	4	Some college
R_10VQMuxl7OlgX9Y	35-44	Male	Strong Republican	3	6	1	7	1	Bachelor's degree
R_3pg4Onj68q0PyyW	25-34	Female	Independent/Other	3	4	1	4	0	Some college
R_24opfyF7H2EbdSp	25-34	Male	Not so strong Republican	2	4	1	6	2	Bachelor's degree
R_1FaLBPp9tcbqjOy	25-34	Female	Strong Democrat	2	3	0	2	1	Master's degree
R_3fNslFzpPyZzlvs	25-34	Female	Strong Democrat	2	4	0	2	2	Master's degree
R_10ZwKyo2av1xyQZ	35-44	Female	Not so strong Republican	3	6	1	6	0	Some college
R_OfLcAlS6H4YRMpH	35-44	Female	Democrat Leaner	2	5	1	2	3	Master's degree
R_sYVf7H133mwXq13	55-64	Female	Strong Republican	3	4	0	6	2	Some college
R_1mzz4aK9NCqY0l6	25-34	Male	Strong Democrat	4	3	0	1	2	Bachelor's degree
R_9QTPKdYRXU6HVh7	25-34	Male	Strong Democrat	2	6	1	1	5	Bachelor's degree
R_3sgLXMG70e1lz92	25-34	Male	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_3KJZiF2xJczNOfm	55-64	Female	Strong Democrat	2	4	1	2	2	Associate degree
R_WpzC2lEDqYFQff3	35-44	Male	Strong Democrat	1	7	1	2	5	Some college
R_1lgapQWFKqRn1mI	25-34	Male	Strong Democrat	3	5	0	6	1	Master's degree
R_1Crou5OskcFOgNk	25-34	Female	Strong Democrat	3	4	0	1	3	Bachelor's degree
R_C7hHSFFjSs8qc81	35-44	Female	Strong Republican	2	4	0	7	3	Bachelor's degree
R_3XmLwbePdEIH4xr	25-34	Male	Democrat Leaner	1	6	1	4	2	Bachelor's degree
R_33kThmn4igpu4st	25-34	Female	Not so strong Democrat	2	5	1	3	2	Bachelor's degree
R_2VsY0scMtTY4dFS	35-44	Female	Independent/Other	2	4	1	2	2	Bachelor's degree
R_YYdA3dblJu3nA1b	25-34	Female	Republican Leaner	2	4	0	6	2	Master's degree
R_3fk6jLbAJLIOzrB	18-24	Female	Not so strong Democrat	2	4	1	2	2	Bachelor's degree
R_0HUySZXa0amW6AN	18-24	Female	Strong Democrat	NA	NA	1	1	NA	Some college
R_01Tv0wKrWwRMf65	25-34	Male	Strong Democrat	NA	NA	NA	NA	NA	NA
R_3RvJr4JyfPTwBw2	45-54	Male	Not so strong Democrat	NA	NA	NA	NA	NA	NA
R_2D6WOuWklrDP4o2	25-34	Male	Independent/Other	NA	NA	0	4	NA	HS diploma or the equivalent
R_3PaHoyJMLkDnKTQ	25-34	Female	Strong Republican	NA	NA	1	6	NA	Bachelor's degree
R_0PsWRb0hW0xFoK5	25-34	Male	Not so strong Democrat	2	6	1	1	5	Some college
R_3k21UECKofZQrji	25-34	Female	Strong Democrat	NA	NA	NA	NA	NA	NA
R_pbop50CVRZNn9nz	35-44	Male	Independent/Other	2	5	0	4	1	Some college
R_3NIZlvj2eM5E3xx	45-54	Male	Not so strong Republican	NA	NA	NA	NA	NA	NA
R_d0ZrjDQ5kkRNWUh	25-34	Male	Democrat Leaner	NA	NA	NA	NA	NA	NA
R_1XDHbjN1vEki2m5	45-54	Female	Not so strong Republican	NA	NA	1	6	NA	Some college
R_2PbCVseFsDRGRl7	25-34	Male	Not so strong Democrat	2	NA	0	2	NA	Bachelor's degree
R_12x4k5vCFN0INNe	45-54	Male	Not so strong Republican	NA	NA	NA	5	NA	NA
R_3QEpauhw2QRYJjl	25-34	Female	Not so strong Republican	NA	NA	0	4	NA	Bachelor's degree
R_2Si4wycSxbBKrqG	18-24	Female	NA	NA	NA	NA	NA	NA	NA
R_1jIhXJNQO5YZHFD	18-24	Male	Not so strong Democrat	NA	NA	0	3	NA	Some college
R_0IYp5W2Itpjw1wZ	35-44	Female	Independent/Other	3	NA	1	4	NA	HS diploma or the equivalent
R_33BfHFYbtfXEf8K	35-44	Female	Not so strong Democrat	NA	NA	1	4	NA	Master's degree
R_UXAGFo16XzSBFFD	25-34	Female	Independent/Other	NA	NA	0	4	NA	Some college
R_1RDU3UKzMvMmn4d	18-24	Male	Republican Leaner	4	NA	0	5	NA	Associate degree
R_1qUOFopawHcQZD0	25-34	Male	Independent/Other	NA	NA	0	5	NA	Bachelor's degree
R_2WYba89fcO3XuyA	35-44	Male	Democrat Leaner	NA	NA	1	4	NA	Bachelor's degree
R_00LpFfFIhIkLnmp	18-24	Male	Not so strong Democrat	NA	NA	0	4	NA	Bachelor's degree
R_1ongeOzq5ttUcBu	25-34	Female	Not so strong Republican	NA	NA	NA	NA	NA	NA
R_3fIYtfr0bPc0A2Y	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1FDMVbNyRKp1vtV	25-34	NA	NA	NA	NA	NA	NA	NA	NA
R_4IoZ8FOMCXo89QR	18-24	Male	Strong Republican	NA	NA	NA	NA	NA	NA
R_Wqym6VUexRVq8V3	35-44	Female	Strong Democrat	NA	NA	NA	NA	NA	NA
R_1LbXK4m4fx3qz0T	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1g5BQBqkl8loIah	25-34	Female	Not so strong Democrat	3	3	0	1	2	Some college
R_3P847GM7tLcGAbo	25-34	Male	Independent/Other	NA	NA	0	1	NA	Bachelor's degree
R_805Pl6OykSYrVy9	25-34	Male	Not so strong Democrat	NA	NA	1	3	NA	Bachelor's degree
R_2t2SSusmFOSmPAr	45-54	Female	Independent/Other	NA	NA	NA	NA	NA	NA
R_3Pjf5ssdhGN8rom	25-34	Male	Independent/Other	NA	NA	NA	4	NA	NA
R_3rTa3gvOXDYTCKL	35-44	Female	Democrat Leaner	3	5	1	6	1	Some college
R_1F8HUx37oNN7jBM	25-34	Male	Not so strong Democrat	NA	NA	NA	NA	NA	NA
R_2SvK1DyArn5Pj5R	45-54	Male	Democrat Leaner	NA	NA	0	2	NA	Bachelor's degree
R_3FWkX3uI84f4Zbn	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1qVgo0IEbkIX0I3	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_WlK1II9eZUq0Ur7	35-44	Female	Independent/Other	NA	NA	0	4	NA	Associate degree
R_2akp8BFaxs3DcGy	25-34	Male	Not so strong Republican	NA	NA	1	6	NA	Master's degree
R_1flzLCYGw8aMxD8	45-54	Male	Democrat Leaner	NA	NA	0	3	NA	Master's degree
R_2WHA9ddt7Avt6Oh	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1JXgDQVNwv4BE7b	25-34	Male	Not so strong Democrat	4	NA	0	2	NA	Bachelor's degree
R_3GreZRwjeRjeFzh	25-34	Female	Not so strong Democrat	NA	NA	NA	3	NA	NA
R_1oCkUWN90a2tpuL	25-34	Male	Republican Leaner	NA	NA	0	4	NA	Some college
R_2E6oRg3wh0Fn9nm	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1Ouz6fafdsRazB9	18-24	Female	Democrat Leaner	NA	NA	1	1	NA	Bachelor's degree
R_2CURQbNIgOG14E6	25-34	Male	Not so strong Democrat	NA	NA	NA	NA	NA	NA
R_2VqdvI8HO0QWDSm	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1EhqbY7DH3P06TU	25-34	Female	Republican Leaner	NA	NA	0	5	NA	Bachelor's degree
R_RJNJtMcak2T4jsJ	45-54	Male	Strong Democrat	NA	NA	NA	1	NA	NA
R_2BmknbzAx3jCGh4	65-74	NA	NA	NA	NA	NA	NA	NA	NA
R_1jJ4r490fwhDPcR	18-24	Male	Not so strong Republican	NA	NA	NA	NA	NA	Refused
R_1hzCWyqZcuPzwlY	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1rczzdw3fyFHWER	25-34	Male	Strong Democrat	NA	NA	0	2	NA	Bachelor's degree
R_2AM5Rm5FXS4VERY	25-34	Male	Strong Republican	NA	NA	1	7	NA	HS diploma or the equivalent
R_PNZsjcfZluFnP2N	25-34	Female	Democrat Leaner	NA	NA	NA	2	NA	NA
R_byeMsg9pLpxmwq5	25-34	Female	Strong Democrat	NA	NA	NA	NA	NA	NA
